"symbol";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj"
"SCUBE1";-2.05179911902169;-0.673449231159812;-3.04670199932976;0.00231366962294912;0.00379334461429226
"LTK";1.54325843229849;-0.280797951257019;5.49597468710132;3.88558245723115e-08;1.08694189341396e-07
"LAMC2";-2.12306231419771;-0.399885448247776;-5.30917622409262;1.10121820400409e-07;2.93709288347139e-07
"SLC22A18AS";-3.07486171950439;-0.951924053575669;-3.23015445187505;0.00123723360679612;0.00210723222856434
"COCH";3.52431214278958;-0.338364456789681;10.4157279881799;2.10183320899974e-25;2.12562522127757e-24
"PER3";-1.89401049703999;-0.776980365825173;-2.43765554491008;0.0147828528091928;0.0216017568634671
"ALDH1L2";-2.50246846199551;-0.36319582857543;-6.89013547267596;5.5739280737758e-12;2.20539792969519e-11
"ESYT3";-2.78067233409072;-0.302781313478586;-9.18376468529121;4.16277658957058e-20;3.01211736189532e-19
"DPYSL3";-4.30188840818032;-0.32173213243071;-13.3710250688336;8.93016179044898e-41;1.97161049619349e-39
"FAM118A";-1.14885172549812;-0.152216896123652;-7.54746519443454;4.43811094552055e-14;2.09095020784541e-13
"LOX";4.62520792767226;-1.42244730455815;3.25158472503764;0.00114763565343473;0.00196102284928897
"FBXL2";-1.69015139804654;-0.305854557622238;-5.52599709870613;3.2761954441426e-08;9.25482274628946e-08
"HIGD1A";1.40036067308999;-0.178943472838378;7.82571529923753;5.04778511631438e-15;2.5524621337422e-14
"ACADM";1.71341064402514;-0.142913076885432;11.9891802861309;4.04892010837196e-33;6.12416924812787e-32
"SHKBP1";-0.851526055628742;-0.205305821756032;-4.14759819446631;3.35981382983791e-05;6.91823141484297e-05
"CTIF";-1.60369617853308;-0.156734189149747;-10.231948672034;1.42620244390595e-24;1.3669821423163e-23
"OSBPL3";-1.11355839970978;-0.19187419323441;-5.80358609429756;6.49113984125883e-09;1.96535073367561e-08
"SLK";0.357334520650522;-0.147789140294652;2.41786723935259;0.015611771624176;0.022718691713703
"SLC15A4";-0.343629694668008;-0.128159474670511;-2.68126641086393;0.00733440995906585;0.0112235739194331
"TRIB2";0.93207102565321;-0.430374310426278;2.16572179861296;0.0303324522507687;0.042111310318841
"LSP1";-0.778575410610435;-0.158039415598333;-4.92646348800247;8.3731249669627e-07;2.04443208447094e-06
"ERN2";-2.25789631715321;-0.472071203322289;-4.78295710745084;1.72734995364928e-06;4.08737412526067e-06
"DAGLB";-0.627599405423682;-0.140552144483951;-4.46524247444225;7.99781212260273e-06;1.76418414263834e-05
"AKT3";-1.83165031595783;-0.177770225447854;-10.3034707378211;6.79640020874155e-25;6.65098347328777e-24
"CES4A";-1.21633532869474;-0.227989612903692;-5.33504712431153;9.55197467912507e-08;2.56709319501486e-07
"CACNA1I";-3.71246260843233;-0.684485850761204;-5.42372439737617;5.83698572072949e-08;1.60327593274887e-07
"VLDLR";1.04097990926511;-0.194861312491932;5.34215794789029;9.18465707455531e-08;2.47261579916561e-07
"C1orf141";-1.89374995001051;-0.633914533554996;-2.98739001832053;0.00281370513023944;0.00456027047285635
"ADAP1";-1.08519140721636;-0.357921335362149;-3.03192713035213;0.00242997857530118;0.00397270508902231
"PET112";1.37814411004103;-0.17721730694525;7.77657743364082;7.45129816917859e-15;3.72305807972027e-14
"COX19";-0.876896371448422;-0.193553179114481;-4.53051908245725;5.88389396257471e-06;1.31863768646576e-05
"VIPR1";-1.27618886909712;-0.299331648771131;-4.26346119542107;2.01284469333059e-05;4.2481616948714e-05
"CCDC88C";-1.04344156835392;-0.225603841316463;-4.62510550469859;3.74407771349131e-06;8.54295778929875e-06
"GCNT2";-2.07022855969508;-0.166412535671381;-12.4403402144128;1.57830234833611e-35;2.68389224776722e-34
"DPP10";-1.63867715090404;-0.435467877592156;-3.7630264715846;0.000167869424838953;0.00031815481342032
"FAT3";-2.44054427598966;-0.327806404750651;-7.44507807236434;9.68871039641899e-14;4.42666755075391e-13
